context_token_position_0;context_token_position_1;context_token_position_2;context_token_position_3;context_token_position_4;context_token_position_5;context_token_position_6;context_token_position_7;context_token_position_8;context_token_position_9;context_token_position_10;context_token_position_11;context_token_position_12;context_token_position_13;input_token_position_0;input_token_position_1;input_token_position_2;input_token_position_3;input_token_position_4;input_token_position_5;input_token_position_6;input_token_position_7;input_token_position_8;input_token_position_9;input_token_position_10;input_token_position_11;input_token_position_12;input_token_position_13;target_token_position_0;target_token_position_1;target_token_position_2;target_token_position_3;target_token_position_4;target_token_position_5;target_token_position_6;target_token_position_7;target_token_position_8;target_token_position_9;target_token_position_10;target_token_position_11;target_token_position_12;target_token_position_13
2;38;19;192;129;41;42;11;120;94;5;3;0;0;2;7;35;18;49;13;204;117;8;43;197;142;4;3;7;35;18;49;13;204;117;8;43;197;142;4;3;0
2;39;10;120;125;35;14;195;192;47;112;62;5;3;2;34;22;204;49;108;26;44;156;40;13;204;197;59;34;22;204;49;108;26;44;156;40;13;204;197;59;3
2;149;36;74;15;138;5;3;0;0;0;0;0;0;2;119;83;19;204;192;196;44;4;3;0;0;0;0;119;83;19;204;192;196;44;4;3;0;0;0;0;0
2;35;82;27;112;115;105;11;44;108;106;192;81;3;2;34;90;25;43;191;49;37;70;197;192;114;42;44;34;90;25;43;191;49;37;70;197;192;114;42;44;3
2;65;124;34;25;87;5;3;0;0;0;0;0;0;2;75;125;53;24;44;131;4;3;0;0;0;0;0;75;125;53;24;44;131;4;3;0;0;0;0;0;0
2;37;111;42;9;195;56;14;62;81;94;62;121;3;2;20;49;157;197;59;92;9;44;200;201;88;50;9;20;49;157;197;59;92;9;44;200;201;88;50;9;3
2;39;34;8;14;131;27;44;112;86;72;5;3;0;2;34;53;36;8;204;49;87;19;43;79;203;77;4;34;53;36;8;204;49;87;19;43;79;203;77;4;3
2;35;10;128;192;108;95;62;140;36;50;5;3;0;2;63;20;121;76;119;55;4;3;0;0;0;0;0;63;20;121;76;119;55;4;3;0;0;0;0;0;0
2;178;34;8;9;44;112;146;192;151;11;91;5;3;2;53;36;10;64;14;129;92;44;4;3;0;0;0;53;36;10;64;14;129;92;44;4;3;0;0;0;0
2;16;19;81;115;65;18;44;56;41;5;3;0;0;2;22;129;193;197;75;42;18;68;205;79;4;3;0;22;129;193;197;75;42;18;68;205;79;4;3;0;0
2;38;12;93;193;81;56;41;104;5;3;0;0;0;2;35;10;197;42;194;50;204;59;22;121;59;50;4;35;10;197;42;194;50;204;59;22;121;59;50;4;3
2;37;15;97;8;14;62;44;139;27;192;64;44;3;2;26;204;205;197;92;36;13;88;87;26;197;49;200;26;204;205;197;92;36;13;88;87;26;197;49;200;3
2;35;54;34;9;112;62;107;5;3;0;0;0;0;2;34;56;33;40;193;160;4;3;0;0;0;0;0;34;56;33;40;193;160;4;3;0;0;0;0;0;0
2;16;111;8;136;23;128;81;93;44;5;3;0;0;2;20;49;157;141;36;26;49;143;194;44;71;20;204;20;49;157;141;36;26;49;143;194;44;71;20;204;3
2;38;26;122;44;112;154;27;128;166;19;120;152;3;2;35;14;43;191;68;26;123;15;193;114;107;42;4;35;14;43;191;68;26;123;15;193;114;107;42;4;3
2;37;36;70;15;112;122;122;56;5;3;0;0;0;2;25;44;92;80;12;49;70;197;157;4;3;0;0;25;44;92;80;12;49;70;197;157;4;3;0;0;0
2;39;25;195;165;12;157;101;20;81;62;99;5;3;2;34;9;44;50;161;26;44;86;42;57;19;43;82;34;9;44;50;161;26;44;86;42;57;19;43;82;3
2;35;13;131;34;25;44;97;56;5;3;0;0;0;2;40;9;44;200;139;33;18;197;117;4;3;0;0;40;9;44;200;139;33;18;197;117;4;3;0;0;0
2;16;9;81;195;152;128;47;8;136;11;62;105;3;2;9;44;200;201;161;36;28;79;172;20;204;49;205;9;44;200;201;161;36;28;79;172;20;204;49;205;3
2;149;36;48;12;93;152;108;113;5;3;0;0;0;2;119;48;15;87;195;109;4;3;0;0;0;0;0;119;48;15;87;195;109;4;3;0;0;0;0;0;0
2;35;67;34;9;108;195;44;5;3;0;0;0;0;2;34;73;53;7;209;204;70;4;3;0;0;0;0;34;73;53;7;209;204;70;4;3;0;0;0;0;0
2;38;15;112;41;8;9;44;112;146;192;151;26;3;2;35;26;197;49;87;49;41;14;129;92;43;25;44;35;26;197;49;87;49;41;14;129;92;43;25;44;3
2;37;13;81;195;143;35;8;165;197;72;5;3;0;2;47;192;44;87;203;88;92;40;24;79;201;173;59;47;192;44;87;203;88;92;40;24;79;201;173;59;3
2;39;34;118;27;196;5;3;0;0;0;0;0;0;2;34;33;28;52;26;49;143;205;197;42;97;4;3;34;33;28;52;26;49;143;205;197;42;97;4;3;0
2;35;13;108;81;197;161;36;9;108;81;81;64;3;2;57;12;159;123;119;12;159;161;192;52;4;3;0;57;12;159;123;119;12;159;161;192;52;4;3;0;0
2;16;30;192;130;10;98;32;81;195;19;139;72;3;2;26;49;18;68;107;161;19;101;26;113;108;4;3;26;49;18;68;107;161;19;101;26;113;108;4;3;0
2;38;34;70;27;119;140;47;87;5;3;0;0;0;2;35;53;80;26;43;143;87;118;43;4;3;0;0;35;53;80;26;43;143;87;118;43;4;3;0;0;0
2;37;111;20;81;62;44;68;5;3;0;0;0;0;2;20;49;157;197;59;92;19;101;72;4;3;0;0;20;49;157;197;59;92;19;101;72;4;3;0;0;0
2;39;19;192;129;41;42;27;62;112;157;108;5;3;2;7;34;18;49;13;204;117;28;64;198;113;4;3;7;34;18;49;13;204;117;28;64;198;113;4;3;0
2;149;36;70;135;59;5;3;0;0;0;0;0;0;2;25;44;87;80;7;200;197;158;191;109;4;3;0;25;44;87;80;7;200;197;158;191;109;4;3;0;0
2;35;117;30;112;41;13;195;93;5;3;0;0;0;2;40;127;12;204;49;10;197;205;129;203;139;4;3;40;127;12;204;49;10;197;205;129;203;139;4;3;0
2;16;12;93;193;81;56;172;43;5;3;0;0;0;2;10;197;42;194;50;204;66;179;4;3;0;0;0;10;197;42;194;50;204;66;179;4;3;0;0;0;0
2;38;34;66;8;134;5;3;0;0;0;0;0;0;2;35;33;67;36;152;4;3;0;0;0;0;0;0;35;33;67;36;152;4;3;0;0;0;0;0;0;0
2;37;36;25;44;97;56;42;14;81;5;3;0;0;2;39;18;197;42;118;46;15;50;144;4;3;0;0;39;18;197;42;118;46;15;50;144;4;3;0;0;0
2;39;34;76;35;124;5;3;0;0;0;0;0;0;2;34;33;89;34;125;4;3;0;0;0;0;0;0;34;33;89;34;125;4;3;0;0;0;0;0;0;0
2;35;123;34;10;101;43;5;3;0;0;0;0;0;2;34;124;33;18;159;160;4;3;0;0;0;0;0;34;124;33;18;159;160;4;3;0;0;0;0;0;0
2;16;176;8;39;97;112;86;44;5;3;0;0;0;2;187;10;44;159;50;37;9;43;191;49;175;4;3;187;10;44;159;50;37;9;43;191;49;175;4;3;0
2;38;34;37;112;144;8;15;139;5;3;0;0;0;2;35;33;27;116;91;36;25;44;200;167;77;4;3;35;33;27;116;91;36;25;44;200;167;77;4;3;0
2;39;34;8;108;197;91;41;19;139;44;5;3;0;2;34;25;197;49;200;201;161;18;143;158;26;113;108;34;25;197;49;200;201;161;18;143;158;26;113;108;3
2;35;26;81;132;34;15;81;47;5;3;0;0;0;2;40;25;44;201;43;33;9;43;70;197;49;133;4;40;25;44;201;43;33;9;43;70;197;49;133;4;3
2;16;40;13;44;44;114;27;192;62;87;5;3;0;2;19;49;25;197;49;87;66;9;43;87;116;105;4;19;49;25;197;49;87;66;9;43;87;116;105;4;3
2;38;34;57;8;19;44;47;102;5;3;0;0;0;2;35;33;58;41;9;113;59;4;3;0;0;0;0;35;33;58;41;9;113;59;4;3;0;0;0;0;0
2;37;26;112;197;8;20;81;196;96;5;3;0;0;2;28;197;92;41;22;49;70;197;192;204;68;4;3;28;197;92;41;22;49;70;197;192;204;68;4;3;0
2;39;34;66;35;136;41;122;112;122;72;5;3;0;2;34;33;67;34;22;129;114;193;130;4;3;0;0;34;33;67;34;22;129;114;193;130;4;3;0;0;0
2;35;26;47;81;62;44;34;10;108;81;109;95;3;2;40;26;197;49;87;86;33;9;129;88;86;4;3;40;26;197;49;87;86;33;9;129;88;86;4;3;0
2;16;176;8;20;44;44;88;8;47;7;188;5;3;2;187;41;24;49;204;87;97;7;57;6;189;4;3;187;41;24;49;204;87;97;7;57;6;189;4;3;0
2;38;19;81;157;41;10;128;81;191;81;108;139;3;2;7;35;18;49;47;192;166;34;9;196;44;192;44;7;35;18;49;47;192;166;34;9;196;44;192;44;3
2;37;111;42;15;156;101;5;3;0;0;0;0;0;2;20;49;157;197;59;92;10;113;144;22;50;197;116;20;49;157;197;59;92;10;113;144;22;50;197;116;3
2;39;34;8;14;62;44;139;26;43;72;5;3;0;2;34;53;36;13;88;87;9;166;133;4;3;0;0;34;53;36;13;88;87;9;166;133;4;3;0;0;0
2;35;124;34;12;198;122;140;41;192;157;5;3;0;2;34;125;53;9;113;44;4;3;0;0;0;0;0;34;125;53;9;113;44;4;3;0;0;0;0;0;0
2;16;46;152;81;47;65;30;98;44;47;5;3;0;2;21;70;205;197;108;75;9;113;112;88;4;3;0;21;70;205;197;108;75;9;113;112;88;4;3;0;0
2;38;34;70;26;64;112;100;5;3;0;0;0;0;2;35;53;80;15;133;70;197;195;49;133;4;3;0;35;53;80;15;133;70;197;195;49;133;4;3;0;0
2;37;36;90;84;5;3;0;0;0;0;0;0;0;2;39;102;91;4;3;0;0;0;0;0;0;0;0;39;102;91;4;3;0;0;0;0;0;0;0;0;0
2;39;34;55;8;82;5;3;0;0;0;0;0;0;2;34;33;54;36;90;4;3;0;0;0;0;0;0;34;33;54;36;90;4;3;0;0;0;0;0;0;0
2;35;23;128;81;93;44;34;25;43;43;5;3;0;2;34;26;49;143;194;44;71;33;25;44;82;91;4;34;26;49;143;194;44;71;33;25;44;82;91;4;3
2;16;40;48;26;122;120;113;5;3;0;0;0;0;2;38;48;53;201;43;71;70;4;3;0;0;0;0;38;48;53;201;43;71;70;4;3;0;0;0;0;0
2;38;34;70;10;62;44;139;192;157;5;3;0;0;2;35;53;80;9;161;43;203;197;205;43;4;3;0;35;53;80;9;161;43;203;197;205;43;4;3;0;0
2;37;36;22;146;60;20;192;108;52;5;3;0;0;2;20;76;23;204;49;86;92;25;121;18;49;192;196;20;76;23;204;49;86;92;25;121;18;49;192;196;3
2;39;34;8;13;112;115;25;195;93;93;72;5;3;2;34;53;36;9;44;50;161;105;50;24;43;201;197;34;53;36;9;44;50;161;105;50;24;43;201;197;3
2;35;37;139;153;34;10;81;108;95;5;3;0;0;2;34;9;70;197;107;33;12;110;4;3;0;0;0;34;9;70;197;107;33;12;110;4;3;0;0;0;0
2;16;111;42;25;105;47;5;3;0;0;0;0;0;2;20;49;157;141;37;42;192;43;87;116;50;4;3;20;49;157;141;37;42;192;43;87;116;50;4;3;0
2;38;19;192;129;41;42;26;43;5;3;0;0;0;2;7;35;18;49;13;204;117;9;166;50;4;3;0;7;35;18;49;13;204;117;9;166;50;4;3;0;0
2;37;37;93;47;42;35;9;44;112;86;5;3;0;2;12;204;197;92;7;40;22;68;208;43;4;3;0;12;204;197;92;7;40;22;68;208;43;4;3;0;0
2;39;34;11;62;112;78;8;23;106;47;156;44;3;2;34;33;10;197;191;204;198;65;36;9;204;43;193;34;33;10;197;191;204;198;65;36;9;204;43;193;3
2;35;68;34;110;5;3;0;0;0;0;0;0;0;2;34;72;33;9;142;43;4;3;0;0;0;0;0;34;72;33;9;142;43;4;3;0;0;0;0;0;0
2;16;13;81;195;143;65;18;44;56;41;5;3;0;2;47;192;44;87;203;161;75;42;18;68;205;79;4;47;192;44;87;203;161;75;42;18;68;205;79;4;3
2;38;34;8;21;156;109;5;3;0;0;0;0;0;2;35;53;47;194;129;200;168;4;3;0;0;0;0;35;53;47;194;129;200;168;4;3;0;0;0;0;0
2;37;36;20;81;196;43;42;8;136;177;5;3;0;2;20;76;19;204;86;92;7;41;20;204;49;205;43;20;76;19;204;86;92;7;41;20;204;49;205;43;3
2;39;34;8;14;131;172;5;3;0;0;0;0;0;2;34;53;36;8;204;49;87;9;44;192;121;129;44;34;53;36;8;204;49;87;9;44;192;121;129;44;3
2;35;67;34;10;108;81;195;95;56;5;3;0;0;2;34;73;33;20;204;191;68;105;4;3;0;0;0;34;73;33;20;204;191;68;105;4;3;0;0;0;0
2;16;12;93;193;81;56;25;195;93;99;5;3;0;2;10;197;42;194;50;204;66;9;44;50;161;50;4;10;197;42;194;50;204;66;9;44;50;161;50;4;3
2;38;34;55;147;5;3;0;0;0;0;0;0;0;2;35;33;54;148;4;3;0;0;0;0;0;0;0;35;33;54;148;4;3;0;0;0;0;0;0;0;0
2;37;36;53;35;174;5;3;0;0;0;0;0;0;2;39;47;34;165;4;3;0;0;0;0;0;0;0;39;47;34;165;4;3;0;0;0;0;0;0;0;0
2;39;34;76;35;25;81;81;162;5;3;0;0;0;2;34;33;89;34;26;49;192;196;44;4;3;0;0;34;33;89;34;26;49;192;196;44;4;3;0;0;0
2;35;54;34;135;59;5;3;0;0;0;0;0;0;2;34;56;53;7;200;197;158;191;143;4;3;0;0;34;56;53;7;200;197;158;191;143;4;3;0;0;0
2;16;40;12;139;43;19;195;93;86;5;3;0;0;2;38;60;200;44;50;175;91;4;3;0;0;0;0;38;60;200;44;50;175;91;4;3;0;0;0;0;0
2;38;15;112;41;8;136;17;81;190;5;3;0;0;2;35;26;197;49;87;49;36;26;88;191;43;131;20;35;26;197;49;87;49;36;26;88;191;43;131;20;3
2;37;36;58;26;128;81;122;122;43;5;3;0;0;2;69;37;9;44;200;201;88;42;4;3;0;0;0;69;37;9;44;200;201;88;42;4;3;0;0;0;0
2;39;34;8;23;128;81;47;81;152;62;112;122;3;2;34;53;12;44;66;195;88;194;44;4;3;0;0;34;53;12;44;66;195;88;194;44;4;3;0;0;0
2;35;20;195;41;106;34;19;81;195;95;5;3;0;2;40;19;204;42;138;33;12;204;129;112;4;3;0;40;19;204;42;138;33;12;204;129;112;4;3;0;0
2;16;111;8;175;191;146;5;3;0;0;0;0;0;2;20;49;157;141;36;9;44;50;112;37;22;49;159;20;49;157;141;36;9;44;50;112;37;22;49;159;3
2;38;34;181;13;108;81;197;161;5;3;0;0;0;2;35;33;186;12;159;123;4;3;0;0;0;0;0;35;33;186;12;159;123;4;3;0;0;0;0;0;0
2;37;36;90;8;23;106;93;106;5;3;0;0;0;2;39;54;36;22;197;192;87;197;192;4;3;0;0;39;54;36;22;197;192;87;197;192;4;3;0;0;0
2;39;34;25;192;95;43;8;9;192;129;5;3;0;2;34;33;19;44;87;59;91;41;162;4;3;0;0;34;33;19;44;87;59;91;41;162;4;3;0;0;0
2;35;126;34;10;92;120;5;3;0;0;0;0;0;2;40;14;43;191;197;59;137;33;18;197;200;201;64;40;14;43;191;197;59;137;33;18;197;200;201;64;3
2;16;40;66;8;137;5;3;0;0;0;0;0;0;2;38;67;41;135;4;3;0;0;0;0;0;0;0;38;67;41;135;4;3;0;0;0;0;0;0;0;0
2;38;34;133;172;121;5;3;0;0;0;0;0;0;2;35;33;150;13;43;70;143;111;4;3;0;0;0;35;33;150;13;43;70;143;111;4;3;0;0;0;0
2;37;36;118;8;125;5;3;0;0;0;0;0;0;2;39;28;52;41;21;191;88;37;26;49;43;203;77;39;28;52;41;21;191;88;37;26;49;43;203;77;3
2;35;16;94;34;20;44;108;88;5;3;0;0;0;2;34;14;197;49;159;81;33;37;50;50;197;203;52;34;14;197;49;159;81;33;37;50;50;197;203;52;3
2;16;176;8;10;81;108;95;5;3;0;0;0;0;2;187;36;24;79;194;134;105;4;3;0;0;0;0;187;36;24;79;194;134;105;4;3;0;0;0;0;0
2;38;34;50;35;23;192;120;81;5;3;0;0;0;2;35;33;26;44;192;65;34;22;64;71;4;3;0;35;33;26;44;192;65;34;22;64;71;4;3;0;0
2;37;111;20;81;62;44;10;128;112;192;145;5;3;2;20;49;157;197;59;92;19;101;25;197;132;4;3;20;49;157;197;59;92;19;101;25;197;132;4;3;0
2;39;34;70;26;47;62;81;93;152;5;3;0;0;2;34;53;80;12;204;129;112;4;3;0;0;0;0;34;53;80;12;204;129;112;4;3;0;0;0;0;0
2;35;9;195;41;34;19;139;44;5;3;0;0;0;2;34;7;204;66;191;204;42;33;24;49;203;88;116;34;7;204;66;191;204;42;33;24;49;203;88;116;3
2;16;40;85;147;5;3;0;0;0;0;0;0;0;2;38;98;148;4;3;0;0;0;0;0;0;0;0;38;98;148;4;3;0;0;0;0;0;0;0;0;0
2;38;34;11;81;43;45;15;81;64;44;197;81;3;2;35;33;54;45;26;113;49;43;4;3;0;0;0;35;33;54;45;26;113;49;43;4;3;0;0;0;0
2;37;36;133;8;82;5;3;0;0;0;0;0;0;2;39;150;36;90;4;3;0;0;0;0;0;0;0;39;150;36;90;4;3;0;0;0;0;0;0;0;0
2;39;34;11;62;163;42;30;81;62;52;5;3;0;2;34;33;74;193;204;192;52;60;26;88;191;43;131;34;33;74;193;204;192;52;60;26;88;191;43;131;3
2;35;134;34;53;102;105;88;5;3;0;0;0;0;2;34;152;53;15;133;123;43;133;4;3;0;0;0;34;152;53;15;133;123;43;133;4;3;0;0;0;0
2;16;19;81;115;65;14;164;105;5;3;0;0;0;2;22;129;193;197;75;42;13;43;194;101;4;3;0;22;129;193;197;75;42;13;43;194;101;4;3;0;0
2;38;34;70;22;62;152;120;192;199;87;5;3;0;2;35;53;80;21;50;158;87;197;175;86;4;3;0;35;53;80;21;50;158;87;197;175;86;4;3;0;0
2;37;36;63;35;177;5;3;0;0;0;0;0;0;2;39;62;40;163;4;3;0;0;0;0;0;0;0;39;62;40;163;4;3;0;0;0;0;0;0;0;0
2;39;34;104;35;30;98;5;3;0;0;0;0;0;2;34;33;153;40;22;113;49;193;4;3;0;0;0;34;33;153;40;22;113;49;193;4;3;0;0;0;0
2;35;123;34;26;92;44;122;43;5;3;0;0;0;2;34;124;33;126;4;3;0;0;0;0;0;0;0;34;124;33;126;4;3;0;0;0;0;0;0;0;0
2;16;40;58;46;8;30;119;52;5;3;0;0;0;2;28;44;208;7;10;113;36;22;101;49;44;4;3;28;44;208;7;10;113;36;22;101;49;44;4;3;0
2;38;34;26;197;192;64;64;43;53;35;23;81;3;2;35;33;20;43;86;91;47;40;22;197;42;192;122;35;33;20;43;86;91;47;40;22;197;42;192;122;3
2;37;36;90;8;20;44;44;88;5;3;0;0;0;2;39;154;41;24;49;204;87;97;4;3;0;0;0;39;154;41;24;49;204;87;97;4;3;0;0;0;0
2;39;34;9;195;56;43;14;62;81;94;62;121;3;2;34;33;9;44;200;201;160;9;44;200;79;203;197;34;33;9;44;200;201;160;9;44;200;79;203;197;3
2;35;77;34;26;44;47;88;5;3;0;0;0;0;2;34;84;33;136;93;4;3;0;0;0;0;0;0;34;84;33;136;93;4;3;0;0;0;0;0;0;0
2;16;40;19;192;115;140;43;42;20;195;41;106;3;2;38;53;192;204;192;196;65;19;204;42;138;4;3;38;53;192;204;192;196;65;19;204;42;138;4;3;0
2;38;34;27;159;8;26;128;81;197;72;5;3;0;2;35;33;26;44;170;41;10;204;192;196;43;4;3;35;33;26;44;170;41;10;204;192;196;43;4;3;0
2;37;36;29;192;41;192;88;22;156;14;62;120;3;2;39;28;197;42;197;59;91;7;20;173;203;77;42;39;28;197;42;197;59;91;7;20;173;203;77;42;3
2;39;34;9;195;192;108;95;43;8;177;5;3;0;2;34;33;74;42;203;50;174;41;163;4;3;0;0;34;33;74;42;203;50;174;41;163;4;3;0;0;0
2;35;25;81;97;34;10;108;81;109;95;5;3;0;2;40;9;113;161;112;88;33;9;129;88;86;4;3;40;9;113;161;112;88;33;9;129;88;86;4;3;0
2;16;40;48;42;172;5;3;0;0;0;0;0;0;2;38;48;7;179;4;3;0;0;0;0;0;0;0;38;48;7;179;4;3;0;0;0;0;0;0;0;0
2;38;34;79;8;26;191;112;62;162;5;3;0;0;2;35;33;96;41;8;204;194;43;87;86;4;3;0;35;33;96;41;8;204;194;43;87;86;4;3;0;0
2;37;36;90;8;9;112;62;190;44;191;195;44;3;2;39;54;41;8;113;191;43;192;44;43;4;3;0;39;54;41;8;113;191;43;192;44;43;4;3;0;0
2;39;34;11;81;43;35;179;5;3;0;0;0;0;2;34;33;94;40;104;4;3;0;0;0;0;0;0;34;33;94;40;104;4;3;0;0;0;0;0;0;0
2;35;82;34;53;35;22;157;93;5;3;0;0;0;2;34;90;33;47;34;14;44;50;71;4;3;0;0;34;90;33;47;34;14;44;50;71;4;3;0;0;0
2;16;40;23;112;191;107;65;9;112;152;41;5;3;2;38;11;200;201;43;192;65;75;42;19;43;143;111;38;11;200;201;43;192;65;75;42;19;43;143;111;3
2;38;34;173;35;123;5;3;0;0;0;0;0;0;2;35;33;176;60;124;4;3;0;0;0;0;0;0;35;33;176;60;124;4;3;0;0;0;0;0;0;0
2;37;36;83;35;126;5;3;0;0;0;0;0;0;2;39;99;40;14;43;191;197;59;137;4;3;0;0;39;99;40;14;43;191;197;59;137;4;3;0;0;0
2;39;34;57;8;134;5;3;0;0;0;0;0;0;2;34;33;58;36;152;4;3;0;0;0;0;0;0;34;33;58;36;152;4;3;0;0;0;0;0;0;0
2;35;68;34;9;81;192;114;5;3;0;0;0;0;2;34;72;33;14;197;50;205;52;4;3;0;0;0;34;72;33;14;197;50;205;52;4;3;0;0;0;0
2;16;40;10;98;43;65;135;5;3;0;0;0;0;2;38;18;68;170;7;75;7;200;169;4;3;0;0;38;18;68;170;7;75;7;200;169;4;3;0;0;0
2;38;34;63;35;18;192;47;86;140;5;3;0;0;2;35;33;62;40;9;44;192;122;4;3;0;0;0;35;33;62;40;9;44;192;122;4;3;0;0;0;0
2;37;36;181;8;27;166;5;3;0;0;0;0;0;2;39;186;36;7;50;120;4;3;0;0;0;0;0;39;186;36;7;50;120;4;3;0;0;0;0;0;0
2;39;34;30;119;107;35;54;5;3;0;0;0;0;2;34;33;22;101;49;65;60;56;4;3;0;0;0;34;33;22;101;49;65;60;56;4;3;0;0;0;0
2;35;124;111;41;14;112;41;5;3;0;0;0;0;2;34;125;20;49;157;197;59;13;101;44;70;122;4;34;125;20;49;157;197;59;13;101;44;70;122;4;3
2;16;40;26;44;78;8;11;62;105;41;5;3;0;2;38;9;76;52;36;28;79;172;4;3;0;0;0;38;9;76;52;36;28;79;172;4;3;0;0;0;0
2;38;34;118;8;11;81;191;195;64;140;47;112;3;2;35;33;28;52;36;10;44;192;204;200;49;87;59;35;33;28;52;36;10;44;192;204;200;49;87;59;3
2;37;36;55;23;108;120;41;5;3;0;0;0;0;2;39;54;22;68;87;79;4;3;0;0;0;0;0;39;54;22;68;87;79;4;3;0;0;0;0;0;0
2;39;34;76;35;13;140;94;5;3;0;0;0;0;2;34;33;89;40;9;129;192;43;4;3;0;0;0;34;33;89;40;9;129;192;43;4;3;0;0;0;0
2;35;14;62;112;41;41;34;14;166;93;5;3;0;2;40;14;197;129;191;43;53;28;129;108;4;3;0;40;14;197;129;191;43;53;28;129;108;4;3;0;0
2;16;40;48;42;11;62;192;157;5;3;0;0;0;2;38;48;7;74;193;204;192;197;50;4;3;0;0;38;48;7;74;193;204;192;197;50;4;3;0;0;0
2;38;34;69;35;10;108;81;109;47;5;3;0;0;2;35;33;78;34;7;50;107;110;4;3;0;0;0;35;33;78;34;7;50;107;110;4;3;0;0;0;0
2;37;36;58;42;8;10;81;93;94;100;5;3;0;2;69;7;36;74;192;197;129;66;4;3;0;0;0;69;7;36;74;192;197;129;66;4;3;0;0;0;0
2;39;34;57;8;25;44;122;81;100;5;3;0;0;2;34;33;58;36;15;87;194;44;50;200;49;4;3;34;33;58;36;15;87;194;44;50;200;49;4;3;0
2;35;27;166;34;27;98;5;3;0;0;0;0;0;2;34;7;50;120;53;60;66;4;3;0;0;0;0;34;7;50;120;53;60;66;4;3;0;0;0;0;0
2;16;40;104;8;23;106;47;156;44;5;3;0;0;2;38;153;36;9;204;43;193;77;4;3;0;0;0;38;153;36;9;204;43;193;77;4;3;0;0;0;0
2;38;34;37;112;144;8;11;62;105;41;5;3;0;2;35;33;27;116;91;36;28;79;172;4;3;0;0;35;33;27;116;91;36;28;79;172;4;3;0;0;0
2;37;36;50;8;116;5;3;0;0;0;0;0;0;2;39;55;36;151;4;3;0;0;0;0;0;0;0;39;55;36;151;4;3;0;0;0;0;0;0;0;0
2;39;34;48;13;62;140;86;5;3;0;0;0;0;2;34;33;48;12;88;87;157;4;3;0;0;0;0;34;33;48;12;88;87;157;4;3;0;0;0;0;0
2;35;147;34;15;81;47;5;3;0;0;0;0;0;2;34;148;33;9;43;70;197;49;133;4;3;0;0;34;148;33;9;43;70;197;49;133;4;3;0;0;0
2;16;40;57;8;19;44;47;102;5;3;0;0;0;2;38;58;41;9;113;59;4;3;0;0;0;0;0;38;58;41;9;113;59;4;3;0;0;0;0;0;0
2;38;34;172;43;84;5;3;0;0;0;0;0;0;2;35;33;9;44;192;140;40;102;4;3;0;0;0;35;33;9;44;192;140;40;102;4;3;0;0;0;0
